Date,Close,High,Low,Open,Volume
2023-12-15,1454.5638427734375,1463.917528966799,1401.6672393803897,1403.5564479809898,18395389
2023-12-18,1441.6162109375,1468.0184484698,1437.884028140626,1444.9337442546357,6467243
2023-12-19,1436.040771484375,1450.4628321473872,1422.1715017334877,1446.9149134299466,4221721
2023-12-20,1415.8590087890625,1459.2636714338232,1409.9611097529205,1442.2612442252062,6592367
2023-12-21,1415.490478515625,1425.3049369492605,1401.8977151314416,1401.8977151314416,5319038
2023-12-22,1440.280029296875,1443.136790994993,1403.510429556433,1414.5228268659648,6741060
2023-12-26,1422.816650390625,1426.5489455360587,1403.5103643743007,1414.5688833319446,6878067
2023-12-27,1444.150390625,1446.8228885227966,1422.8627642542663,1422.8627642542663,4225849
2023-12-28,1440.049560546875,1445.8552154390939,1432.9997322913293,1445.8552154390939,5702253
2023-12-29,1421.8489990234375,1437.1004712006081,1419.1765012951132,1420.144166634131,4388990
2024-01-01,1429.6361083984375,1434.8428502960069,1414.7992844681723,1418.255071679868,2808451
2024-01-02,1414.015869140625,1427.6086309615123,1403.5102544550214,1424.7057474638627,5396313
2024-01-03,1373.0992431640625,1400.699414497554,1371.2561569316276,1400.699414497554,7550363
2024-01-04,1394.0185546875,1400.5154801817102,1375.7720641918393,1386.8765938574895,7056038
2024-01-05,1412.31103515625,1418.8999788505123,1388.07440470264,1388.5351762892633,8895403
2024-01-08,1403.3260498046875,1415.4903752195028,1394.52526712299,1408.9934505703893,4440136
2024-01-09,1409.3160400390625,1431.1565685607613,1406.1366485499625,1420.9274616897512,4412074
2024-01-10,1400.6534423828125,1414.983370728282,1386.9224270844938,1405.3071677486228,4096845
2024-01-11,1376.9698486328125,1405.3534251009314,1369.9661425866611,1405.261293276588,11296088
2024-01-12,1486.21875,1491.056851650907,1433.368271607278,1439.450434041234,26754401
2024-01-15,1522.4815673828125,1534.3233755421343,1507.6447436874366,1515.8925107048797,13228305
2024-01-16,1503.5438232421875,1519.1639351762556,1497.5076704042556,1515.7542704008683,6500917
2024-01-17,1511.51513671875,1518.2424471875822,1493.1303945709744,1493.1303945709744,9209876
2024-01-18,1513.7269287109375,1519.6248280436816,1500.5028054955274,1513.7730508709333,6375464
2024-01-19,1529.0244140625,1534.830181149936,1515.1552565650597,1522.0207083253042,4522736
2024-01-23,1513.312255859375,1543.3084208611072,1509.2113209406687,1520.6384796288353,9401255
2024-01-24,1543.9534912109375,1548.1925674088009,1515.938555587784,1529.6695716902016,8999681
2024-01-25,1538.1478271484375,1548.6995649327355,1527.9187194984197,1541.695746187862,8865304
2024-01-29,1526.62841796875,1547.5935254301967,1518.3345293026832,1534.5076571987393,4253785
2024-01-30,1521.8824462890625,1557.4079810311105,1518.9335530973535,1532.0194213135253,4995943
2024-01-31,1530.5911865234375,1536.4429635862402,1509.5799556993886,1518.93364206389,6763779
2024-02-01,1527.043212890625,1545.4279548337279,1520.8688059210901,1529.3470709031976,5760011
2024-02-02,1560.4952392578125,1583.6720744845543,1534.3695106294924,1535.3371760388302,7858483
2024-02-05,1554.8275146484375,1567.314468982549,1549.897281431008,1561.7852102355873,3634135
2024-02-06,1593.7628173828125,1597.034340689009,1542.6171705805966,1554.4129683538292,7694265
2024-02-07,1560.8638916015625,1593.3482914120157,1554.5052206294124,1593.3482914120157,4613877
2024-02-08,1559.34326171875,1572.4752526176906,1550.7729772594932,1564.7803892211357,5919715
2024-02-09,1538.378173828125,1560.080561966992,1529.577503446997,1552.5238399589869,4600004
2024-02-12,1548.28466796875,1560.1264752853303,1539.2996220000239,1539.2996220000239,3555808
2024-02-13,1552.3856201171875,1556.5785741207376,1532.9870910403704,1550.9571831806093,2696481
2024-02-14,1535.47509765625,1538.4701127886613,1507.1837689411561,1529.9458389502597,3768579
2024-02-15,1544.8289794921875,1555.3345948697918,1531.2362167759502,1545.428005093551,4834391
2024-02-16,1568.1439208984375,1574.9172405402414,1555.5187122701257,1556.4863775731233,4880654
2024-02-19,1566.39306640625,1577.2211990906292,1555.2884257624896,1571.2311682439513,3690993
2024-02-20,1553.03076171875,1561.324650966914,1537.8252980971156,1552.800375906301,3706389
2024-02-21,1525.660888671875,1542.6633157025528,1516.2150708785946,1542.6633157025528,4300508
2024-02-22,1549.4366455078125,1552.4316609246032,1515.3856690741432,1534.3694366019563,5841277
2024-02-23,1545.2896728515625,1565.194983220865,1540.728079066558,1563.8587905950133,5373072
2024-02-26,1529.89990234375,1543.5386736406174,1515.9385009458492,1543.5386736406174,2782438
2024-02-27,1533.0792236328125,1539.9907975363865,1523.1266247075048,1530.683233844853,5159088
2024-02-28,1540.129150390625,1555.380736114235,1531.6509975218291,1538.9772213327412,3188916
2024-02-29,1542.5711669921875,1550.2660301238518,1523.5873997921522,1534.369410109207,7814722
2024-03-01,1524.8775634765625,1540.7741844629486,1521.4678984651173,1538.0556768856939,6387291
2024-03-04,1508.7506103515625,1533.862664687169,1505.4791992091916,1527.7805015485362,4445156
2024-03-05,1480.459228515625,1508.888815229402,1476.312283897934,1505.8016678459578,4596579
2024-03-06,1490.642333984375,1493.0383239437163,1452.3521668225044,1477.0495710017406,6420684
2024-03-07,1489.62841796875,1500.686936051952,1478.339514092148,1489.7666719434026,6348359
2024-03-11,1475.0220947265625,1487.186533050453,1463.4106723438592,1481.9797912201366,6752895
2024-03-12,1486.403076171875,1497.5077168540815,1472.303532549028,1474.4691365947879,4614222
2024-03-13,1484.974853515625,1497.0470479006656,1473.1330449489747,1486.3571684259673,5688997
2024-03-14,1523.5872802734375,1527.6881021467038,1481.8413320777559,1487.7392305249352,8803799
2024-03-15,1505.8016357421875,1516.6758908384104,1491.3794617139743,1512.344570167545,11809997
2024-03-18,1476.9112548828125,1504.5575513115562,1473.4093456712776,1502.11543929507,4958904
2024-03-19,1438.943603515625,1473.5475961267095,1435.764324431153,1467.4193112677192,6870411
2024-03-20,1432.95361328125,1451.3844780457566,1430.5576233604784,1440.3720813461923,4759059
2024-03-21,1432.7232666015625,1453.2276042120811,1422.309895221054,1441.2936639483573,11062497
2024-03-22,1390.470458984375,1408.9474454626866,1380.6560012352104,1401.6672315575609,14673890
2024-03-26,1375.54150390625,1389.1802760076575,1371.164173630106,1374.9424783172167,8351081
2024-03-27,1367.431884765625,1381.3932870499673,1365.3124028550521,1378.628657389427,6857402
2024-03-28,1380.5179443359375,1393.189164332538,1370.47310016729,1370.47310016729,12499530
2024-04-01,1378.1217041015625,1409.9149438246613,1375.6797046680076,1405.3533500790074,6580002
2024-04-02,1366.51025390625,1376.0021934625806,1364.6671675840935,1368.3533402284065,7279400
2024-04-03,1364.483154296875,1377.7994104204233,1359.2764119828664,1362.962585303498,8736248
2024-04-04,1370.058349609375,1378.306229462609,1352.825535267705,1373.6063812324333,11186915
